date,unemp_rate,year_month
2016-01-01,4.8,2016-01
2015-12-01,5.0,2015-12
2015-11-01,5.1,2015-11
2015-10-01,5.0,2015-10
2015-09-01,5.0,2015-09
2015-08-01,5.1,2015-08
2015-07-01,5.2,2015-07
2015-06-01,5.3,2015-06
2015-05-01,5.6,2015-05
2015-04-01,5.4,2015-04
2015-03-01,5.4,2015-03
2015-02-01,5.5,2015-02
2015-01-01,5.7,2015-01
2014-12-01,5.6,2014-12
2014-11-01,5.8,2014-11
2014-10-01,5.7,2014-10
2014-09-01,5.9,2014-09
2014-08-01,6.1,2014-08
2014-07-01,6.2,2014-07
2014-06-01,6.1,2014-06
2014-05-01,6.3,2014-05
2014-04-01,6.2,2014-04
2014-03-01,6.7,2014-03
2014-02-01,6.7,2014-02
2014-01-01,6.6,2014-01
2013-12-01,6.7,2013-12
2013-11-01,6.9,2013-11
2013-10-01,7.2,2013-10
2013-09-01,7.2,2013-09
2013-08-01,7.2,2013-08
2013-07-01,7.3,2013-07
2013-06-01,7.5,2013-06
2013-05-01,7.5,2013-05
2013-04-01,7.6,2013-04
2013-03-01,7.5,2013-03
2013-02-01,7.7,2013-02
2013-01-01,8.0,2013-01
2012-12-01,7.9,2012-12
2012-11-01,7.7,2012-11
2012-10-01,7.8,2012-10
2012-09-01,7.8,2012-09
2012-08-01,8.1,2012-08
2012-07-01,8.2,2012-07
2012-06-01,8.2,2012-06
2012-05-01,8.2,2012-05
2012-04-01,8.2,2012-04
2012-03-01,8.2,2012-03
2012-02-01,8.3,2012-02
2012-01-01,8.3,2012-01
2011-12-01,8.5,2011-12
2011-11-01,8.6,2011-11
2011-10-01,8.8,2011-10
2011-09-01,9.0,2011-09
2011-08-01,9.0,2011-08
2011-07-01,9.0,2011-07
2011-06-01,9.1,2011-06
2011-05-01,9.0,2011-05
2011-04-01,9.1,2011-04
2011-03-01,9.0,2011-03
2011-02-01,9.0,2011-02
2011-01-01,9.1,2011-01
2010-12-01,9.3,2010-12
2010-11-01,9.8,2010-11
2010-10-01,9.4,2010-10
2010-09-01,9.5,2010-09
2010-08-01,9.5,2010-08
2010-07-01,9.4,2010-07
2010-06-01,9.4,2010-06
2010-05-01,9.6,2010-05
2010-04-01,9.9,2010-04
2010-03-01,9.9,2010-03
2010-02-01,9.8,2010-02
2010-01-01,9.8,2010-01
2009-12-01,9.9,2009-12
2009-11-01,9.9,2009-11
2009-10-01,10.0,2009-10
2009-09-01,9.8,2009-09
2009-08-01,9.6,2009-08
2009-07-01,9.5,2009-07
2009-06-01,9.5,2009-06
2009-05-01,9.4,2009-05
2009-04-01,9.0,2009-04
2009-03-01,8.7,2009-03
2009-02-01,8.3,2009-02
2009-01-01,7.8,2009-01
2008-12-01,7.3,2008-12
2008-11-01,6.8,2008-11
2008-10-01,6.5,2008-10
2008-09-01,6.1,2008-09
2008-08-01,6.1,2008-08
2008-07-01,5.8,2008-07
2008-06-01,5.6,2008-06
2008-05-01,5.4,2008-05
2008-04-01,5.0,2008-04
2008-03-01,5.1,2008-03
2008-02-01,4.9,2008-02
2008-01-01,5.0,2008-01
2007-12-01,5.0,2007-12
2007-11-01,4.7,2007-11
2007-10-01,4.7,2007-10
2007-09-01,4.7,2007-09
2007-08-01,4.6,2007-08
2007-07-01,4.7,2007-07
2007-06-01,4.6,2007-06
2007-05-01,4.4,2007-05
2007-04-01,4.5,2007-04
2007-03-01,4.4,2007-03
2007-02-01,4.5,2007-02
2007-01-01,4.6,2007-01
2006-12-01,4.4,2006-12
2006-11-01,4.5,2006-11
2006-10-01,4.4,2006-10
2006-09-01,4.5,2006-09
2006-08-01,4.7,2006-08
2006-07-01,4.7,2006-07
2006-06-01,4.6,2006-06
2006-05-01,4.6,2006-05
2006-04-01,4.7,2006-04
2006-03-01,4.7,2006-03
2006-02-01,4.8,2006-02
2006-01-01,4.7,2006-01
2005-12-01,4.9,2005-12
2005-11-01,5.0,2005-11
2005-10-01,5.0,2005-10
2005-09-01,5.0,2005-09
2005-08-01,4.9,2005-08
2005-07-01,5.0,2005-07
2005-06-01,5.0,2005-06
2005-05-01,5.1,2005-05
2005-04-01,5.2,2005-04
2005-03-01,5.2,2005-03
2005-02-01,5.4,2005-02
2005-01-01,5.3,2005-01
2004-12-01,5.4,2004-12
2004-11-01,5.4,2004-11
2004-10-01,5.5,2004-10
2004-09-01,5.4,2004-09
2004-08-01,5.4,2004-08
2004-07-01,5.5,2004-07
2004-06-01,5.6,2004-06
2004-05-01,5.6,2004-05
2004-04-01,5.6,2004-04
2004-03-01,5.8,2004-03
2004-02-01,5.6,2004-02
2004-01-01,5.7,2004-01
2003-12-01,5.7,2003-12
2003-11-01,5.8,2003-11
2003-10-01,6.0,2003-10
2003-09-01,6.1,2003-09
2003-08-01,6.1,2003-08
2003-07-01,6.2,2003-07
2003-06-01,6.3,2003-06
2003-05-01,6.1,2003-05
2003-04-01,6.0,2003-04
2003-03-01,5.9,2003-03
2003-02-01,5.9,2003-02
2003-01-01,5.8,2003-01
2002-12-01,6.0,2002-12
2002-11-01,5.9,2002-11
2002-10-01,5.7,2002-10
2002-09-01,5.7,2002-09
2002-08-01,5.7,2002-08
2002-07-01,5.8,2002-07
2002-06-01,5.8,2002-06
2002-05-01,5.8,2002-05
2002-04-01,5.9,2002-04
2002-03-01,5.7,2002-03
2002-02-01,5.7,2002-02
2002-01-01,5.7,2002-01
2001-12-01,5.7,2001-12
2001-11-01,5.5,2001-11
2001-10-01,5.3,2001-10
2001-09-01,5.0,2001-09
2001-08-01,4.9,2001-08
2001-07-01,4.6,2001-07
2001-06-01,4.5,2001-06
2001-05-01,4.3,2001-05
2001-04-01,4.4,2001-04
2001-03-01,4.3,2001-03
2001-02-01,4.2,2001-02
2001-01-01,4.2,2001-01
2000-12-01,3.9,2000-12
2000-11-01,3.9,2000-11
2000-10-01,3.9,2000-10
2000-09-01,3.9,2000-09
2000-08-01,4.1,2000-08
2000-07-01,4.0,2000-07
2000-06-01,4.0,2000-06
2000-05-01,4.0,2000-05
2000-04-01,3.8,2000-04
2000-03-01,4.0,2000-03
2000-02-01,4.1,2000-02
2000-01-01,4.0,2000-01
1999-12-01,4.0,1999-12
1999-11-01,4.1,1999-11
1999-10-01,4.1,1999-10
1999-09-01,4.2,1999-09
1999-08-01,4.2,1999-08
1999-07-01,4.3,1999-07
1999-06-01,4.3,1999-06
1999-05-01,4.2,1999-05
1999-04-01,4.3,1999-04
1999-03-01,4.2,1999-03
1999-02-01,4.4,1999-02
1999-01-01,4.3,1999-01
1998-12-01,4.4,1998-12
1998-11-01,4.4,1998-11
1998-10-01,4.5,1998-10
1998-09-01,4.6,1998-09
1998-08-01,4.5,1998-08
1998-07-01,4.5,1998-07
1998-06-01,4.5,1998-06
1998-05-01,4.4,1998-05
1998-04-01,4.3,1998-04
1998-03-01,4.7,1998-03
1998-02-01,4.6,1998-02
1998-01-01,4.6,1998-01
1997-12-01,4.7,1997-12
1997-11-01,4.6,1997-11
1997-10-01,4.7,1997-10
1997-09-01,4.9,1997-09
1997-08-01,4.8,1997-08
1997-07-01,4.9,1997-07
1997-06-01,5.0,1997-06
1997-05-01,4.9,1997-05
1997-04-01,5.1,1997-04
1997-03-01,5.2,1997-03
1997-02-01,5.2,1997-02
1997-01-01,5.3,1997-01
1996-12-01,5.4,1996-12
1996-11-01,5.4,1996-11
1996-10-01,5.2,1996-10
1996-09-01,5.2,1996-09
1996-08-01,5.1,1996-08
1996-07-01,5.5,1996-07
1996-06-01,5.3,1996-06
1996-05-01,5.6,1996-05
1996-04-01,5.6,1996-04
1996-03-01,5.5,1996-03
1996-02-01,5.5,1996-02
1996-01-01,5.6,1996-01
1995-12-01,5.6,1995-12
1995-11-01,5.6,1995-11
1995-10-01,5.5,1995-10
1995-09-01,5.6,1995-09
1995-08-01,5.7,1995-08
1995-07-01,5.7,1995-07
1995-06-01,5.6,1995-06
1995-05-01,5.6,1995-05
1995-04-01,5.8,1995-04
1995-03-01,5.4,1995-03
1995-02-01,5.4,1995-02
1995-01-01,5.6,1995-01
1994-12-01,5.5,1994-12
1994-11-01,5.6,1994-11
1994-10-01,5.8,1994-10
1994-09-01,5.9,1994-09
1994-08-01,6.0,1994-08
1994-07-01,6.1,1994-07
1994-06-01,6.1,1994-06
1994-05-01,6.1,1994-05
1994-04-01,6.4,1994-04
1994-03-01,6.5,1994-03
1994-02-01,6.6,1994-02
1994-01-01,6.6,1994-01
1993-12-01,6.5,1993-12
1993-11-01,6.6,1993-11
1993-10-01,6.8,1993-10
1993-09-01,6.7,1993-09
1993-08-01,6.8,1993-08
1993-07-01,6.9,1993-07
1993-06-01,7.0,1993-06
1993-05-01,7.1,1993-05
1993-04-01,7.1,1993-04
1993-03-01,7.0,1993-03
1993-02-01,7.1,1993-02
1993-01-01,7.3,1993-01
1992-12-01,7.4,1992-12
1992-11-01,7.4,1992-11
1992-10-01,7.3,1992-10
1992-09-01,7.6,1992-09
1992-08-01,7.6,1992-08
1992-07-01,7.7,1992-07
1992-06-01,7.8,1992-06
1992-05-01,7.6,1992-05
1992-04-01,7.4,1992-04
1992-03-01,7.4,1992-03
1992-02-01,7.4,1992-02
1992-01-01,7.3,1992-01
1991-12-01,7.3,1991-12
1991-11-01,7.0,1991-11
1991-10-01,7.0,1991-10
1991-09-01,6.9,1991-09
1991-08-01,6.9,1991-08
1991-07-01,6.8,1991-07
1991-06-01,6.9,1991-06
1991-05-01,6.9,1991-05
1991-04-01,6.7,1991-04
1991-03-01,6.8,1991-03
1991-02-01,6.6,1991-02
1991-01-01,6.4,1991-01
1990-12-01,6.3,1990-12
1990-11-01,6.2,1990-11
1990-10-01,5.9,1990-10
1990-09-01,5.9,1990-09
1990-08-01,5.7,1990-08
1990-07-01,5.5,1990-07
1990-06-01,5.2,1990-06
1990-05-01,5.4,1990-05
1990-04-01,5.4,1990-04
1990-03-01,5.2,1990-03
1990-02-01,5.3,1990-02
1990-01-01,5.4,1990-01
1989-12-01,5.4,1989-12
1989-11-01,5.4,1989-11
1989-10-01,5.3,1989-10
1989-09-01,5.3,1989-09
1989-08-01,5.2,1989-08
1989-07-01,5.2,1989-07
1989-06-01,5.3,1989-06
1989-05-01,5.2,1989-05
1989-04-01,5.2,1989-04
1989-03-01,5.0,1989-03
1989-02-01,5.2,1989-02
1989-01-01,5.4,1989-01
1988-12-01,5.3,1988-12
1988-11-01,5.3,1988-11
1988-10-01,5.4,1988-10
1988-09-01,5.4,1988-09
1988-08-01,5.6,1988-08
1988-07-01,5.4,1988-07
1988-06-01,5.4,1988-06
1988-05-01,5.6,1988-05
1988-04-01,5.4,1988-04
1988-03-01,5.7,1988-03
1988-02-01,5.7,1988-02
1988-01-01,5.7,1988-01
1987-12-01,5.7,1987-12
1987-11-01,5.8,1987-11
1987-10-01,6.0,1987-10
1987-09-01,5.9,1987-09
1987-08-01,6.0,1987-08
1987-07-01,6.1,1987-07
1987-06-01,6.2,1987-06
1987-05-01,6.3,1987-05
1987-04-01,6.3,1987-04
1987-03-01,6.6,1987-03
1987-02-01,6.6,1987-02
1987-01-01,6.6,1987-01
1986-12-01,6.6,1986-12
1986-11-01,6.9,1986-11
1986-10-01,7.0,1986-10
1986-09-01,7.0,1986-09
1986-08-01,6.9,1986-08
1986-07-01,7.0,1986-07
1986-06-01,7.2,1986-06
1986-05-01,7.2,1986-05
1986-04-01,7.1,1986-04
1986-03-01,7.2,1986-03
1986-02-01,7.2,1986-02
1986-01-01,6.7,1986-01
1985-12-01,7.0,1985-12
1985-11-01,7.0,1985-11
1985-10-01,7.1,1985-10
1985-09-01,7.1,1985-09
1985-08-01,7.1,1985-08
1985-07-01,7.4,1985-07
1985-06-01,7.4,1985-06
1985-05-01,7.2,1985-05
1985-04-01,7.3,1985-04
1985-03-01,7.2,1985-03
1985-02-01,7.2,1985-02
1985-01-01,7.3,1985-01
1984-12-01,7.3,1984-12
1984-11-01,7.2,1984-11
1984-10-01,7.4,1984-10
1984-09-01,7.3,1984-09
1984-08-01,7.5,1984-08
1984-07-01,7.5,1984-07
1984-06-01,7.2,1984-06
1984-05-01,7.4,1984-05
1984-04-01,7.7,1984-04
1984-03-01,7.8,1984-03
1984-02-01,7.8,1984-02
1984-01-01,8.0,1984-01
1983-12-01,8.3,1983-12
1983-11-01,8.5,1983-11
1983-10-01,8.8,1983-10
1983-09-01,9.2,1983-09
1983-08-01,9.5,1983-08
1983-07-01,9.4,1983-07
1983-06-01,10.1,1983-06
1983-05-01,10.1,1983-05
1983-04-01,10.2,1983-04
1983-03-01,10.3,1983-03
1983-02-01,10.4,1983-02
1983-01-01,10.4,1983-01
1982-12-01,10.8,1982-12
1982-11-01,10.8,1982-11
1982-10-01,10.4,1982-10
1982-09-01,10.1,1982-09
1982-08-01,9.8,1982-08
1982-07-01,9.8,1982-07
1982-06-01,9.6,1982-06
1982-05-01,9.4,1982-05
1982-04-01,9.3,1982-04
1982-03-01,9.0,1982-03
1982-02-01,8.9,1982-02
1982-01-01,8.6,1982-01
1981-12-01,8.5,1981-12
1981-11-01,8.3,1981-11
1981-10-01,7.9,1981-10
1981-09-01,7.6,1981-09
1981-08-01,7.4,1981-08
1981-07-01,7.2,1981-07
1981-06-01,7.5,1981-06
1981-05-01,7.5,1981-05
1981-04-01,7.2,1981-04
1981-03-01,7.4,1981-03
1981-02-01,7.4,1981-02
1981-01-01,7.5,1981-01
1980-12-01,7.2,1980-12
1980-11-01,7.5,1980-11
1980-10-01,7.5,1980-10
1980-09-01,7.5,1980-09
1980-08-01,7.7,1980-08
1980-07-01,7.8,1980-07
1980-06-01,7.6,1980-06
1980-05-01,7.5,1980-05
1980-04-01,6.9,1980-04
1980-03-01,6.3,1980-03
1980-02-01,6.3,1980-02
1980-01-01,6.3,1980-01
1979-12-01,6.0,1979-12
1979-11-01,5.9,1979-11
1979-10-01,6.0,1979-10
1979-09-01,5.9,1979-09
1979-08-01,6.0,1979-08
1979-07-01,5.7,1979-07
1979-06-01,5.7,1979-06
1979-05-01,5.6,1979-05
1979-04-01,5.8,1979-04
1979-03-01,5.8,1979-03
1979-02-01,5.9,1979-02
1979-01-01,5.9,1979-01
1978-12-01,6.0,1978-12
1978-11-01,5.9,1978-11
1978-10-01,5.8,1978-10
1978-09-01,6.0,1978-09
1978-08-01,5.9,1978-08
1978-07-01,6.2,1978-07
1978-06-01,5.9,1978-06
1978-05-01,6.0,1978-05
1978-04-01,6.1,1978-04
1978-03-01,6.3,1978-03
1978-02-01,6.3,1978-02
1978-01-01,6.4,1978-01
1977-12-01,6.4,1977-12
1977-11-01,6.8,1977-11
1977-10-01,6.8,1977-10
1977-09-01,6.8,1977-09
1977-08-01,7.0,1977-08
1977-07-01,6.9,1977-07
1977-06-01,7.2,1977-06
1977-05-01,7.0,1977-05
1977-04-01,7.2,1977-04
1977-03-01,7.4,1977-03
1977-02-01,7.6,1977-02
1977-01-01,7.5,1977-01
1976-12-01,7.8,1976-12
1976-11-01,7.8,1976-11
1976-10-01,7.7,1976-10
1976-09-01,7.6,1976-09
1976-08-01,7.8,1976-08
1976-07-01,7.8,1976-07
1976-06-01,7.6,1976-06
1976-05-01,7.4,1976-05
1976-04-01,7.7,1976-04
1976-03-01,7.6,1976-03
1976-02-01,7.7,1976-02
1976-01-01,7.9,1976-01
1975-12-01,8.2,1975-12
1975-11-01,8.3,1975-11
1975-10-01,8.4,1975-10
1975-09-01,8.4,1975-09
1975-08-01,8.4,1975-08
1975-07-01,8.6,1975-07
1975-06-01,8.8,1975-06
1975-05-01,9.0,1975-05
1975-04-01,8.8,1975-04
1975-03-01,8.6,1975-03
1975-02-01,8.1,1975-02
1975-01-01,8.1,1975-01
1974-12-01,7.2,1974-12
1974-11-01,6.6,1974-11
1974-10-01,6.0,1974-10
1974-09-01,5.9,1974-09
1974-08-01,5.5,1974-08
1974-07-01,5.5,1974-07
1974-06-01,5.4,1974-06
1974-05-01,5.1,1974-05
1974-04-01,5.1,1974-04
1974-03-01,5.1,1974-03
1974-02-01,5.2,1974-02
1974-01-01,5.1,1974-01
1973-12-01,4.9,1973-12
1973-11-01,4.8,1973-11
1973-10-01,4.6,1973-10
1973-09-01,4.8,1973-09
1973-08-01,4.8,1973-08
1973-07-01,4.8,1973-07
1973-06-01,4.9,1973-06
1973-05-01,4.9,1973-05
1973-04-01,5.0,1973-04
1973-03-01,4.9,1973-03
1973-02-01,5.0,1973-02
1973-01-01,4.9,1973-01
1972-12-01,5.2,1972-12
1972-11-01,5.3,1972-11
1972-10-01,5.6,1972-10
1972-09-01,5.5,1972-09
1972-08-01,5.6,1972-08
1972-07-01,5.6,1972-07
1972-06-01,5.7,1972-06
1972-05-01,5.7,1972-05
1972-04-01,5.7,1972-04
1972-03-01,5.8,1972-03
1972-02-01,5.7,1972-02
1972-01-01,5.8,1972-01
1971-12-01,6.0,1971-12
1971-11-01,6.0,1971-11
1971-10-01,5.8,1971-10
1971-09-01,6.0,1971-09
1971-08-01,6.1,1971-08
1971-07-01,6.0,1971-07
1971-06-01,5.9,1971-06
1971-05-01,5.9,1971-05
1971-04-01,5.9,1971-04
1971-03-01,6.0,1971-03
1971-02-01,5.9,1971-02
1971-01-01,5.9,1971-01
1970-12-01,6.1,1970-12
1970-11-01,5.9,1970-11
1970-10-01,5.5,1970-10
1970-09-01,5.4,1970-09
1970-08-01,5.1,1970-08
1970-07-01,5.0,1970-07
1970-06-01,4.9,1970-06
1970-05-01,4.8,1970-05
1970-04-01,4.6,1970-04
1970-03-01,4.4,1970-03
1970-02-01,4.2,1970-02
1970-01-01,3.9,1970-01
1969-12-01,3.5,1969-12
1969-11-01,3.5,1969-11
1969-10-01,3.7,1969-10
1969-09-01,3.7,1969-09
1969-08-01,3.5,1969-08
1969-07-01,3.5,1969-07
1969-06-01,3.5,1969-06
1969-05-01,3.4,1969-05
1969-04-01,3.4,1969-04
1969-03-01,3.4,1969-03
1969-02-01,3.4,1969-02
1969-01-01,3.4,1969-01
1968-12-01,3.4,1968-12
1968-11-01,3.4,1968-11
1968-10-01,3.4,1968-10
1968-09-01,3.4,1968-09
1968-08-01,3.5,1968-08
1968-07-01,3.7,1968-07
1968-06-01,3.7,1968-06
1968-05-01,3.5,1968-05
1968-04-01,3.5,1968-04
1968-03-01,3.7,1968-03
1968-02-01,3.8,1968-02
1968-01-01,3.7,1968-01
1967-12-01,3.8,1967-12
1967-11-01,3.9,1967-11
1967-10-01,4.0,1967-10
1967-09-01,3.8,1967-09
1967-08-01,3.8,1967-08
1967-07-01,3.8,1967-07
1967-06-01,3.9,1967-06
1967-05-01,3.8,1967-05
1967-04-01,3.8,1967-04
1967-03-01,3.8,1967-03
1967-02-01,3.8,1967-02
1967-01-01,3.9,1967-01
1966-12-01,3.8,1966-12
1966-11-01,3.6,1966-11
1966-10-01,3.7,1966-10
1966-09-01,3.7,1966-09
1966-08-01,3.8,1966-08
1966-07-01,3.8,1966-07
1966-06-01,3.8,1966-06
1966-05-01,3.9,1966-05
1966-04-01,3.8,1966-04
1966-03-01,3.8,1966-03
1966-02-01,3.8,1966-02
1966-01-01,4.0,1966-01
1965-12-01,4.0,1965-12
1965-11-01,4.1,1965-11
1965-10-01,4.2,1965-10
1965-09-01,4.3,1965-09
1965-08-01,4.4,1965-08
1965-07-01,4.4,1965-07
1965-06-01,4.6,1965-06
1965-05-01,4.6,1965-05
1965-04-01,4.8,1965-04
1965-03-01,4.7,1965-03
1965-02-01,5.1,1965-02
1965-01-01,4.9,1965-01
1964-12-01,5.0,1964-12
1964-11-01,4.8,1964-11
1964-10-01,5.1,1964-10
1964-09-01,5.1,1964-09
1964-08-01,5.0,1964-08
1964-07-01,4.9,1964-07
1964-06-01,5.2,1964-06
1964-05-01,5.1,1964-05
1964-04-01,5.3,1964-04
1964-03-01,5.4,1964-03
1964-02-01,5.4,1964-02
1964-01-01,5.6,1964-01
1963-12-01,5.5,1963-12
1963-11-01,5.7,1963-11
1963-10-01,5.5,1963-10
1963-09-01,5.5,1963-09
1963-08-01,5.4,1963-08
1963-07-01,5.6,1963-07
1963-06-01,5.6,1963-06
1963-05-01,5.9,1963-05
1963-04-01,5.7,1963-04
1963-03-01,5.7,1963-03
1963-02-01,5.9,1963-02
1963-01-01,5.7,1963-01
1962-12-01,5.5,1962-12
1962-11-01,5.7,1962-11
1962-10-01,5.4,1962-10
1962-09-01,5.6,1962-09
1962-08-01,5.7,1962-08
1962-07-01,5.4,1962-07
1962-06-01,5.5,1962-06
1962-05-01,5.5,1962-05
1962-04-01,5.6,1962-04
1962-03-01,5.6,1962-03
1962-02-01,5.5,1962-02
1962-01-01,5.8,1962-01
1961-12-01,6.0,1961-12
1961-11-01,6.1,1961-11
1961-10-01,6.5,1961-10
1961-09-01,6.7,1961-09
1961-08-01,6.6,1961-08
1961-07-01,7.0,1961-07
1961-06-01,6.9,1961-06
1961-05-01,7.1,1961-05
1961-04-01,7.0,1961-04
1961-03-01,6.9,1961-03
1961-02-01,6.9,1961-02
1961-01-01,6.6,1961-01
1960-12-01,6.6,1960-12
1960-11-01,6.1,1960-11
1960-10-01,6.1,1960-10
1960-09-01,5.5,1960-09
1960-08-01,5.6,1960-08
1960-07-01,5.5,1960-07
1960-06-01,5.4,1960-06
1960-05-01,5.1,1960-05
1960-04-01,5.2,1960-04
1960-03-01,5.4,1960-03
1960-02-01,4.8,1960-02
1960-01-01,5.2,1960-01
1959-12-01,5.3,1959-12
1959-11-01,5.8,1959-11
1959-10-01,5.7,1959-10
1959-09-01,5.5,1959-09
1959-08-01,5.2,1959-08
1959-07-01,5.1,1959-07
1959-06-01,5.0,1959-06
1959-05-01,5.1,1959-05
1959-04-01,5.2,1959-04
1959-03-01,5.6,1959-03
1959-02-01,5.9,1959-02
1959-01-01,6.0,1959-01
1958-12-01,6.2,1958-12
1958-11-01,6.2,1958-11
1958-10-01,6.7,1958-10
1958-09-01,7.1,1958-09
1958-08-01,7.4,1958-08
1958-07-01,7.5,1958-07
1958-06-01,7.3,1958-06
1958-05-01,7.4,1958-05
1958-04-01,7.4,1958-04
1958-03-01,6.7,1958-03
1958-02-01,6.4,1958-02
1958-01-01,5.8,1958-01
1957-12-01,5.2,1957-12
1957-11-01,5.1,1957-11
1957-10-01,4.5,1957-10
1957-09-01,4.4,1957-09
1957-08-01,4.1,1957-08
1957-07-01,4.2,1957-07
1957-06-01,4.3,1957-06
1957-05-01,4.1,1957-05
1957-04-01,3.9,1957-04
1957-03-01,3.7,1957-03
1957-02-01,3.9,1957-02
1957-01-01,4.2,1957-01
1956-12-01,4.2,1956-12
1956-11-01,4.3,1956-11
1956-10-01,3.9,1956-10
1956-09-01,3.9,1956-09
1956-08-01,4.1,1956-08
1956-07-01,4.4,1956-07
1956-06-01,4.3,1956-06
1956-05-01,4.3,1956-05
1956-04-01,4.0,1956-04
1956-03-01,4.2,1956-03
1956-02-01,3.9,1956-02
1956-01-01,4.0,1956-01
1955-12-01,4.2,1955-12
1955-11-01,4.2,1955-11
1955-10-01,4.3,1955-10
1955-09-01,4.1,1955-09
1955-08-01,4.2,1955-08
1955-07-01,4.0,1955-07
1955-06-01,4.2,1955-06
1955-05-01,4.3,1955-05
1955-04-01,4.7,1955-04
1955-03-01,4.6,1955-03
1955-02-01,4.7,1955-02
1955-01-01,4.9,1955-01
1954-12-01,5.0,1954-12
1954-11-01,5.3,1954-11
1954-10-01,5.7,1954-10
1954-09-01,6.1,1954-09
1954-08-01,6.0,1954-08
1954-07-01,5.8,1954-07
1954-06-01,5.6,1954-06
1954-05-01,5.9,1954-05
1954-04-01,5.9,1954-04
1954-03-01,5.7,1954-03
1954-02-01,5.2,1954-02
1954-01-01,4.9,1954-01
1953-12-01,4.5,1953-12
1953-11-01,3.5,1953-11
1953-10-01,3.1,1953-10
1953-09-01,2.9,1953-09
1953-08-01,2.7,1953-08
1953-07-01,2.6,1953-07
1953-06-01,2.5,1953-06
1953-05-01,2.5,1953-05
1953-04-01,2.7,1953-04
1953-03-01,2.6,1953-03
1953-02-01,2.6,1953-02
1953-01-01,2.9,1953-01
1952-12-01,2.7,1952-12
1952-11-01,2.8,1952-11
1952-10-01,3.0,1952-10
1952-09-01,3.1,1952-09
1952-08-01,3.4,1952-08
1952-07-01,3.2,1952-07
1952-06-01,3.0,1952-06
1952-05-01,3.0,1952-05
1952-04-01,2.9,1952-04
1952-03-01,2.9,1952-03
1952-02-01,3.1,1952-02
1952-01-01,3.2,1952-01
1951-12-01,3.1,1951-12
1951-11-01,3.5,1951-11
1951-10-01,3.5,1951-10
1951-09-01,3.3,1951-09
1951-08-01,3.1,1951-08
1951-07-01,3.1,1951-07
1951-06-01,3.2,1951-06
1951-05-01,3.0,1951-05
1951-04-01,3.1,1951-04
1951-03-01,3.4,1951-03
1951-02-01,3.4,1951-02
1951-01-01,3.7,1951-01
1950-12-01,4.3,1950-12
1950-11-01,4.2,1950-11
1950-10-01,4.2,1950-10
1950-09-01,4.4,1950-09
1950-08-01,4.5,1950-08
1950-07-01,5.0,1950-07
1950-06-01,5.4,1950-06
1950-05-01,5.5,1950-05
1950-04-01,5.8,1950-04
1950-03-01,6.3,1950-03
1950-02-01,6.4,1950-02
1950-01-01,6.5,1950-01
1949-12-01,6.6,1949-12
1949-11-01,6.4,1949-11
1949-10-01,7.9,1949-10
1949-09-01,6.6,1949-09
1949-08-01,6.8,1949-08
1949-07-01,6.7,1949-07
1949-06-01,6.2,1949-06
1949-05-01,6.1,1949-05
1949-04-01,5.3,1949-04
1949-03-01,5.0,1949-03
